time,src,dst,latency
1220,754,104,90.113631
1220,692,758,70.550276
1220,558,89,-1.000000
1220,604,432,-1.000000
1220,32,30,2.421002
1220,95,223,14.910219
1230,654,114,-1.000000
1230,25,759,46.673030
1230,281,250,37.533790
1230,228,142,-1.000000
1230,754,104,90.042182
1230,692,758,70.545719
1230,558,89,-1.000000
1230,604,432,-1.000000
1230,32,30,2.420981
1230,95,223,14.909336
1240,654,114,-1.000000
1240,25,759,46.740354
1240,281,250,37.533473
1240,228,142,41.203680
1240,754,104,89.969653
1240,692,758,70.540847
1240,558,89,-1.000000
1240,604,432,-1.000000
1240,32,30,2.420971
1240,95,223,14.908249
1250,654,114,-1.000000
1250,25,759,46.806420
1250,281,250,37.533152
1250,228,142,41.203312
1250,754,104,89.896037
1250,692,758,70.535683
1250,558,89,-1.000000
1250,604,432,-1.000000
1250,32,30,2.420953
1250,95,223,14.906861
1260,654,114,-1.000000
1260,25,759,46.871272
1260,281,250,37.532841
1260,228,142,41.202903
1260,754,104,89.821308
1260,692,758,70.530332
1260,558,89,-1.000000
1260,604,432,-1.000000
1260,32,30,2.420938
1260,95,223,14.905155
1270,654,114,-1.000000
1270,25,759,46.934854
1270,281,250,37.532538
1270,228,142,41.202525
1270,754,104,89.745552
1270,692,758,70.524663
1270,558,89,-1.000000
1270,604,432,-1.000000
1270,32,30,2.420906
1270,95,223,14.903226
1280,654,114,-1.000000
1280,25,759,46.997180
1280,281,250,37.532231
1280,228,142,-1.000000
1280,754,104,89.668853
1280,692,758,70.518737
1280,558,89,-1.000000
1280,604,432,-1.000000
1280,32,30,2.420872
1280,95,223,14.900985
1290,654,114,-1.000000
1290,25,759,47.058181
1290,281,250,37.531912
1290,228,142,41.201722
1290,754,104,89.591108
1290,692,758,70.512584
1290,558,89,-1.000000
1290,604,432,-1.000000
1290,32,30,2.420871
1290,95,223,14.898424
1300,654,114,-1.000000
1300,25,759,47.117841
1300,281,250,37.531578
1300,228,142,41.201288
1300,754,104,89.512480
1300,692,758,70.506218
1300,558,89,-1.000000
1300,604,432,-1.000000
1300,32,30,2.420826
1300,95,223,14.895621
1310,654,114,-1.000000
1310,25,759,47.176169
1310,281,250,37.531264
1310,228,142,41.200902
1310,754,104,89.432902
1310,692,758,70.499535
1310,558,89,-1.000000
1310,604,432,-1.000000
1310,32,30,2.420855
1310,95,223,14.892508
1320,654,114,-1.000000
1320,25,759,47.233081
1320,281,250,37.530976
1320,228,142,41.200503
1320,754,104,89.352406
1320,692,758,70.492599
1320,558,89,-1.000000
1320,604,432,-1.000000
1320,32,30,2.420794
1320,95,223,14.889103
1330,654,114,-1.000000
1330,25,759,47.288659
1330,281,250,37.530659
1330,228,142,-1.000000
1330,754,104,-1.000000
1330,692,758,70.485455
1330,558,89,-1.000000
1330,604,432,-1.000000
1330,32,30,2.420810
1330,95,223,14.885447
1340,654,114,-1.000000
1340,25,759,47.342795
1340,281,250,37.530318
1340,228,142,41.199694
1340,754,104,-1.000000
1340,692,758,70.478067
1340,558,89,-1.000000
1340,604,432,-1.000000
1340,32,30,2.420783
1340,95,223,14.881498
1350,654,114,-1.000000
1350,25,759,47.395502
1350,281,250,37.530042
1350,228,142,41.199305
1350,754,104,-1.000000
1350,692,758,70.470452
1350,558,89,-1.000000
1350,604,432,-1.000000
1350,32,30,2.420735
1350,95,223,14.877260
1360,654,114,-1.000000
1360,25,759,47.446785
1360,281,250,37.529735
1360,228,142,41.198911
1360,754,104,-1.000000
1360,692,758,70.462498
1360,558,89,-1.000000
1360,604,432,-1.000000
1360,32,30,2.420719
1360,95,223,14.872736
1370,654,114,-1.000000
1370,25,759,47.496620
1370,281,250,37.529421
1370,228,142,41.198523
1370,754,104,-1.000000
1370,692,758,70.454356
1370,558,89,-1.000000
1370,604,432,-1.000000
1370,32,30,2.420685
1370,95,223,14.867942
1380,654,114,-1.000000
1380,25,759,47.544952
1380,281,250,37.529120
1380,228,142,-1.000000
1380,754,104,-1.000000
1380,692,758,70.445990
1380,558,89,-1.000000
1380,604,432,-1.000000
1380,32,30,2.420702
1380,95,223,14.862894
1390,654,114,-1.000000
1390,25,759,47.591787
1390,281,250,37.528819
1390,228,142,41.197682
1390,754,104,-1.000000
1390,692,758,70.437373
1390,558,89,-1.000000
1390,604,432,-1.000000
1390,32,30,2.420678
1390,95,223,14.857543
1400,654,114,-1.000000
1400,25,759,47.637149
1400,281,250,37.528522
1400,228,142,41.197276
1400,754,104,-1.000000
1400,692,758,70.428582
1400,558,89,-1.000000
1400,604,432,-1.000000
1400,32,30,2.420662
1400,95,223,14.851892
1410,654,114,-1.000000
1410,25,759,47.680917
1410,281,250,37.528203
1410,228,142,41.196905
1410,754,104,-1.000000
1410,692,758,70.419594
1410,558,89,-1.000000
1410,604,432,-1.000000
1410,32,30,2.420624
1410,95,223,14.846025
1420,654,114,-1.000000
1420,25,759,47.723240
1420,281,250,37.527924
1420,228,142,-1.000000
1420,754,104,-1.000000
1420,692,758,70.410320
1420,558,89,-1.000000
1420,604,432,-1.000000
1420,32,30,2.420594
1420,95,223,14.839896
1430,654,114,-1.000000
1430,25,759,47.763944
1430,281,250,37.527599
1430,228,142,-1.000000
1430,754,104,-1.000000
1430,692,758,70.400793
1430,558,89,-1.000000
1430,604,432,-1.000000
1430,32,30,2.420596
1430,95,223,14.833475
1440,654,114,-1.000000
1440,25,759,47.803129
1440,281,250,37.527297
1440,228,142,41.195697
1440,754,104,-1.000000
1440,692,758,70.391110
1440,558,89,-1.000000
1440,604,432,-1.000000
1440,32,30,2.420575
1440,95,223,14.826814
1450,654,114,-1.000000
1450,25,759,47.840715
1450,281,250,37.526994
1450,228,142,41.195288
1450,754,104,-1.000000
1450,692,758,70.381167
1450,558,89,-1.000000
1450,604,432,-1.000000
1450,32,30,2.420587
1450,95,223,14.819876
1460,654,114,-1.000000
1460,25,759,47.876713
1460,281,250,37.526713
1460,228,142,41.194896
1460,754,104,-1.000000
1460,692,758,70.371000
1460,558,89,-1.000000
1460,604,432,-1.000000
1460,32,30,2.420552
1460,95,223,14.812639
1470,654,114,-1.000000
1470,25,759,47.911104
1470,281,250,37.526433
1470,228,142,-1.000000
1470,754,104,-1.000000
1470,692,758,70.360706
1470,558,89,-1.000000
1470,604,432,-1.000000
1470,32,30,2.420523
1470,95,223,14.805166
1480,654,114,-1.000000
1480,25,759,47.943867
1480,281,250,37.526124
1480,228,142,-1.000000
1480,754,104,-1.000000
1480,692,758,70.350179
1480,558,89,-1.000000
1480,604,432,-1.000000
1480,32,30,2.420526
1480,95,223,14.797437
1490,654,114,-1.000000
1490,25,759,47.975054
1490,281,250,37.525809
1490,228,142,41.193707
1490,754,104,-1.000000
1490,692,758,70.339422
1490,558,89,-1.000000
1490,604,432,-1.000000
1490,32,30,2.420482
1490,95,223,14.789507
1500,654,114,-1.000000
1500,25,759,48.004589
1500,281,250,37.525526
1500,228,142,41.193310
1500,754,104,-1.000000
1500,692,758,70.328592
1500,558,89,-1.000000
1500,604,432,-1.000000
1500,32,30,2.420447
1500,95,223,14.781289
1510,654,114,-1.000000
1510,25,759,48.032462
1510,281,250,37.525267
1510,228,142,41.192908
1510,754,104,-1.000000
1510,692,758,70.317397
1510,558,89,-1.000000
1510,604,432,-1.000000
1510,32,30,2.420436
1510,95,223,14.772824
1520,654,114,-1.000000
1520,25,759,48.058683
1520,281,250,37.524984
1520,228,142,-1.000000
1520,754,104,-1.000000
1520,692,758,70.306127
1520,558,89,-1.000000
1520,604,432,-1.000000
1520,32,30,2.420428
1520,95,223,14.764097
1530,654,114,-1.000000
1530,25,759,48.083248
1530,281,250,37.524647
1530,228,142,41.192058
1530,754,104,-1.000000
1530,692,758,70.294670
1530,558,89,-1.000000
1530,604,432,-1.000000
1530,32,30,2.420421
1530,95,223,14.755171
1540,654,114,-1.000000
1540,25,759,48.106159
1540,281,250,37.524378
1540,228,142,41.191691
1540,754,104,-1.000000
1540,692,758,70.282989
1540,558,89,-1.000000
1540,604,432,-1.000000
1540,32,30,2.420369
1540,95,223,14.745956
1550,654,114,-1.000000
1550,25,759,48.127374
1550,281,250,37.524095
1550,228,142,41.191286
1550,754,104,-1.000000
1550,692,758,70.271226
1550,558,89,-1.000000
1550,604,432,-1.000000
1550,32,30,2.420367
1550,95,223,14.736557
1560,654,114,-1.000000
1560,25,759,48.146919
1560,281,250,37.523811
1560,228,142,41.190878
1560,754,104,-1.000000
1560,692,758,70.259194
1560,558,89,-1.000000
1560,604,432,-1.000000
1560,32,30,2.420345
1560,95,223,14.726893
1570,654,114,-1.000000
1570,25,759,48.164798
1570,281,250,37.523516
1570,228,142,-1.000000
1570,754,104,-1.000000
1570,692,758,70.247075
1570,558,89,-1.000000
1570,604,432,-1.000000
1570,32,30,2.420341
1570,95,223,14.717028
1580,654,114,-1.000000
1580,25,759,48.180971
1580,281,250,37.523266
1580,228,142,41.190114
1580,754,104,-1.000000
1580,692,758,70.234743
1580,558,89,-1.000000
1580,604,432,-1.000000
1580,32,30,2.420274
1580,95,223,14.706913
1590,654,114,-1.000000
1590,25,759,48.195428
1590,281,250,37.522963
1590,228,142,41.189683
1590,754,104,-1.000000
1590,692,758,70.222255
1590,558,89,-1.000000
1590,604,432,-1.000000
1590,32,30,2.420281
1590,95,223,14.696595
1600,654,114,-1.000000
1600,25,759,48.208210
1600,281,250,37.522679
1600,228,142,41.189305
1600,754,104,-1.000000
1600,692,758,70.209688
1600,558,89,-1.000000
1600,604,432,-1.000000
1600,32,30,2.420250
1600,95,223,14.686008
1610,654,114,-1.000000
1610,25,759,48.219295
1610,281,250,37.522409
1610,228,142,-1.000000
1610,754,104,-1.000000
1610,692,758,70.196905
1610,558,89,-1.000000
1610,604,432,-1.000000
1610,32,30,2.420267
1610,95,223,14.675270
1620,654,114,-1.000000
1620,25,759,48.228658
1620,281,250,37.522136
1620,228,142,-1.000000
1620,754,104,-1.000000
1620,692,758,-1.000000
1620,558,89,-1.000000
1620,604,432,-1.000000
1620,32,30,2.420238
1620,95,223,14.664329
1630,654,114,-1.000000
1630,25,759,48.236309
1630,281,250,37.521849
1630,228,142,41.188115
1630,754,104,-1.000000
1630,692,758,-1.000000
1630,558,89,-1.000000
1630,604,432,-1.000000
1630,32,30,2.420250
1630,95,223,14.653151
1640,654,114,-1.000000
1640,25,759,48.242205
1640,281,250,37.521620
1640,228,142,41.187718
1640,754,104,-1.000000
1640,692,758,-1.000000
1640,558,89,-1.000000
1640,604,432,-1.000000
1640,32,30,2.420193
1640,95,223,14.641744
1650,654,114,-1.000000
1650,25,759,48.246490
1650,281,250,37.521347
1650,228,142,41.187311
1650,754,104,-1.000000
1650,692,758,-1.000000
1650,558,89,-1.000000
1650,604,432,-1.000000
1650,32,30,2.420173
1650,95,223,14.630172
1660,654,114,-1.000000
1660,25,759,48.248953
1660,281,250,37.521039
1660,228,142,-1.000000
1660,754,104,-1.000000
1660,692,758,-1.000000
1660,558,89,-1.000000
1660,604,432,-1.000000
1660,32,30,2.420180
1660,95,223,14.618383
1670,654,114,-1.000000
1670,25,759,48.249746
1670,281,250,37.520795
1670,228,142,-1.000000
1670,754,104,-1.000000
1670,692,758,-1.000000
1670,558,89,-1.000000
1670,604,432,-1.000000
1670,32,30,2.420167
1670,95,223,14.606437
1680,654,114,-1.000000
1680,25,759,48.248798
1680,281,250,37.520530
1680,228,142,41.186113
1680,754,104,-1.000000
1680,692,758,70.104070
1680,558,89,-1.000000
1680,604,432,-1.000000
1680,32,30,2.420121
1680,95,223,14.594253
1690,654,114,-1.000000
1690,25,759,48.246182
1690,281,250,37.520255
1690,228,142,41.185747
1690,754,104,-1.000000
1690,692,758,70.090355
1690,558,89,-1.000000
1690,604,432,-1.000000
1690,32,30,2.420149
1690,95,223,14.581953
1700,654,114,-1.000000
1700,25,759,48.241791
1700,281,250,37.520010
1700,228,142,41.185342
1700,754,104,-1.000000
1700,692,758,70.076621
1700,558,89,-1.000000
1700,604,432,-1.000000
1700,32,30,2.420088
1700,95,223,14.569437
1710,654,114,-1.000000
1710,25,759,48.235686
1710,281,250,37.519756
1710,228,142,-1.000000
1710,754,104,-1.000000
1710,692,758,70.062708
1710,558,89,-1.000000
1710,604,432,-1.000000
1710,32,30,2.420094
1710,95,223,14.556756
1720,654,114,-1.000000
1720,25,759,48.227886
1720,281,250,37.519491
1720,228,142,-1.000000
1720,754,104,-1.000000
1720,692,758,70.048721
1720,558,89,-1.000000
1720,604,432,-1.000000
1720,32,30,2.420067
1720,95,223,14.543934
1730,654,114,-1.000000
1730,25,759,48.218405
1730,281,250,37.519265
1730,228,142,41.184181
1730,754,104,-1.000000
1730,692,758,70.034688
1730,558,89,-1.000000
1730,604,432,-1.000000
1730,32,30,2.420061
1730,95,223,14.530929
1740,654,114,-1.000000
1740,25,759,48.207169
1740,281,250,37.518995
1740,228,142,41.183756
1740,754,104,-1.000000
1740,692,758,70.020595
1740,558,89,-1.000000
1740,604,432,-1.000000
1740,32,30,2.420018
1740,95,223,14.517769
1750,654,114,-1.000000
1750,25,759,48.194261
1750,281,250,37.518740
1750,228,142,41.183397
1750,754,104,-1.000000
1750,692,758,70.006346
1750,558,89,-1.000000
1750,604,432,-1.000000
1750,32,30,2.420023
1750,95,223,14.504420
1760,654,114,-1.000000
1760,25,759,48.179653
1760,281,250,37.518477
1760,228,142,-1.000000
1760,754,104,-1.000000
1760,692,758,69.992180
1760,558,89,-1.000000
1760,604,432,-1.000000
1760,32,30,2.419991
1760,95,223,14.490992
1770,654,114,-1.000000
1770,25,759,48.163288
1770,281,250,37.518259
1770,228,142,-1.000000
1770,754,104,-1.000000
1770,692,758,69.977843
1770,558,89,-1.000000
1770,604,432,-1.000000
1770,32,30,2.420002
1770,95,223,14.477365
1780,654,114,-1.000000
1780,25,759,48.145319
1780,281,250,37.517980
1780,228,142,41.182234
1780,754,104,-1.000000
1780,692,758,69.963552
1780,558,89,-1.000000
1780,604,432,-1.000000
1780,32,30,2.419967
1780,95,223,14.463615
1790,654,114,-1.000000
1790,25,759,48.125613
1790,281,250,37.517743
1790,228,142,41.181850
1790,754,104,-1.000000
1790,692,758,69.949251
1790,558,89,-1.000000
1790,604,432,-1.000000
1790,32,30,2.419946
1790,95,223,14.449773
1800,654,114,-1.000000
1800,25,759,48.104280
1800,281,250,37.517520
1800,228,142,-1.000000
1800,754,104,-1.000000
1800,692,758,69.934822
1800,558,89,-1.000000
1800,604,432,-1.000000
1800,32,30,2.419950
1800,95,223,14.435757
1810,654,114,-1.000000
1810,25,759,48.081195
1810,281,250,37.517283
1810,228,142,-1.000000
1810,754,104,-1.000000
1810,692,758,69.920365
1810,558,89,-1.000000
1810,604,432,-1.000000
1810,32,30,2.419936
1810,95,223,14.421674
1820,654,114,-1.000000
1820,25,759,48.056516
1820,281,250,37.517035
1820,228,142,41.180702
1820,754,104,-1.000000
1820,692,758,69.905976
1820,558,89,-1.000000
1820,604,432,-1.000000
1820,32,30,2.419924
1820,95,223,14.407432
1830,654,114,-1.000000
1830,25,759,48.030176
1830,281,250,37.516796
1830,228,142,41.180320
1830,754,104,-1.000000
1830,692,758,69.891527
1830,558,89,-1.000000
1830,604,432,-1.000000
1830,32,30,2.419909
1830,95,223,14.393079
1840,654,114,-1.000000
1840,25,759,48.002149
1840,281,250,37.516568
1840,228,142,41.179921
1840,754,104,-1.000000
1840,692,758,69.877083
1840,558,89,-1.000000
1840,604,432,-1.000000
1840,32,30,2.419908
1840,95,223,14.378633
1850,654,114,-1.000000
1850,25,759,47.972486
1850,281,250,37.516341
1850,228,142,-1.000000
1850,754,104,-1.000000
1850,692,758,69.862617
1850,558,89,-1.000000
1850,604,432,-1.000000
1850,32,30,2.419866
1850,95,223,14.364143
1860,654,114,-1.000000
1860,25,759,47.941258
1860,281,250,37.516096
1860,228,142,-1.000000
1860,754,104,-1.000000
1860,692,758,69.848199
1860,558,89,-1.000000
1860,604,432,-1.000000
1860,32,30,2.419863
1860,95,223,14.349497
1870,654,114,-1.000000
1870,25,759,47.908361
1870,281,250,37.515879
1870,228,142,41.178778
1870,754,104,-1.000000
1870,692,758,69.833859
1870,558,89,-1.000000
1870,604,432,-1.000000
1870,32,30,2.419854
1870,95,223,14.334769
1880,654,114,-1.000000
1880,25,759,47.873842
1880,281,250,37.515643
1880,228,142,41.178405
1880,754,104,-1.000000
1880,692,758,69.819457
1880,558,89,-1.000000
1880,604,432,-1.000000
1880,32,30,2.419864
1880,95,223,14.319977
1890,654,114,-1.000000
1890,25,759,47.837754
1890,281,250,37.515437
1890,228,142,41.178014
1890,754,104,-1.000000
1890,692,758,69.805047
1890,558,89,-1.000000
1890,604,432,-1.000000
1890,32,30,2.419815
1890,95,223,14.305146
1900,654,114,-1.000000
1900,25,759,47.800072
1900,281,250,37.515215
1900,228,142,-1.000000
1900,754,104,-1.000000
1900,692,758,69.790846
1900,558,89,-1.000000
1900,604,432,-1.000000
1900,32,30,2.419822
1900,95,223,14.290209
1910,654,114,-1.000000
1910,25,759,47.760836
1910,281,250,37.515005
1910,228,142,-1.000000
1910,754,104,-1.000000
1910,692,758,69.776520
1910,558,89,-1.000000
1910,604,432,-1.000000
1910,32,30,2.419773
1910,95,223,14.275271
1920,654,114,-1.000000
1920,25,759,47.719985
1920,281,250,37.514782
1920,228,142,41.176896
1920,754,104,-1.000000
1920,692,758,69.762356
1920,558,89,-1.000000
1920,604,432,-1.000000
1920,32,30,2.419817
1920,95,223,14.260214
1930,654,114,-1.000000
1930,25,759,47.677669
1930,281,250,37.514583
1930,228,142,41.176493
1930,754,104,-1.000000
1930,692,758,69.748181
1930,558,89,-1.000000
1930,604,432,-1.000000
1930,32,30,2.419801
1930,95,223,14.245148
1940,654,114,-1.000000
1940,25,759,47.633766
1940,281,250,37.514395
1940,228,142,41.176147
1940,754,104,-1.000000
1940,692,758,69.734137
1940,558,89,-1.000000
1940,604,432,-1.000000
1940,32,30,2.419748
1940,95,223,14.230037
1950,654,114,-1.000000
1950,25,759,47.588333
1950,281,250,37.514159
1950,228,142,-1.000000
1950,754,104,-1.000000
1950,692,758,69.720147
1950,558,89,-1.000000
1950,604,432,-1.000000
1950,32,30,2.419732
1950,95,223,14.214883
1960,654,114,-1.000000
1960,25,759,47.541437
1960,281,250,37.513947
1960,228,142,-1.000000
1960,754,104,-1.000000
1960,692,758,69.706278
1960,558,89,-1.000000
1960,604,432,-1.000000
1960,32,30,2.419735
1960,95,223,14.199729
1970,654,114,-1.000000
1970,25,759,47.493014
1970,281,250,37.513783
1970,228,142,41.175026
1970,754,104,-1.000000
1970,692,758,69.692460
1970,558,89,-1.000000
1970,604,432,-1.000000
1970,32,30,2.419717
1970,95,223,14.184542
1980,654,114,-1.000000
1980,25,759,47.443168
1980,281,250,37.513577
1980,228,142,41.174639
1980,754,104,-1.000000
1980,692,758,69.678747
1980,558,89,-1.000000
1980,604,432,-1.000000
1980,32,30,2.419720
1980,95,223,14.169338
1990,654,114,-1.000000
1990,25,759,47.391846
1990,281,250,37.513417
1990,228,142,41.174276
1990,754,104,-1.000000
1990,692,758,69.665155
1990,558,89,-1.000000
1990,604,432,-1.000000
1990,32,30,2.419702
1990,95,223,14.154167
2000,654,114,-1.000000
2000,25,759,47.339072
2000,281,250,37.513185
2000,228,142,-1.000000
2000,754,104,-1.000000
2000,692,758,69.651714
2000,558,89,-1.000000
2000,604,432,-1.000000
2000,32,30,2.419684
2000,95,223,14.138959
2010,654,114,-1.000000
2010,25,759,47.284875
2010,281,250,37.513011
2010,228,142,-1.000000
2010,754,104,-1.000000
2010,692,758,69.638370
2010,558,89,-1.000000
2010,604,432,-1.000000
2010,32,30,2.419682
2010,95,223,14.123788
2020,654,114,-1.000000
2020,25,759,47.229288
2020,281,250,37.512848
2020,228,142,41.173169
2020,754,104,-1.000000
2020,692,758,69.625124
2020,558,89,-1.000000
2020,604,432,-1.000000
2020,32,30,2.419699
2020,95,223,14.108668
2030,654,114,-1.000000
2030,25,759,47.172320
2030,281,250,37.512653
2030,228,142,41.172825
2030,754,104,-1.000000
2030,692,758,69.612127
2030,558,89,-1.000000
2030,604,432,-1.000000
2030,32,30,2.419657
2030,95,223,14.093507
2040,654,114,-1.000000
2040,25,759,47.113998
2040,281,250,37.512463
2040,228,142,41.172441
2040,754,104,-1.000000
2040,692,758,69.599169
2040,558,89,-1.000000
2040,604,432,-1.000000
2040,32,30,2.419671
2040,95,223,14.078415
2050,654,114,-1.000000
2050,25,759,47.054304
2050,281,250,37.512268
2050,228,142,41.172096
2050,754,104,-1.000000
2050,692,758,69.586422
2050,558,89,-1.000000
2050,604,432,-1.000000
2050,32,30,2.419628
2050,95,223,14.063372
2060,654,114,-1.000000
2060,25,759,46.993318
2060,281,250,37.512140
2060,228,142,41.171704
2060,754,104,-1.000000
2060,692,758,69.573861
2060,558,89,-1.000000
2060,604,432,-1.000000
2060,32,30,2.419640
2060,95,223,14.048392
2070,654,114,-1.000000
2070,25,759,46.931041
2070,281,250,37.511971
2070,228,142,41.171346
2070,754,104,-1.000000
2070,692,758,69.561400
2070,558,89,-1.000000
2070,604,432,-1.000000
2070,32,30,2.419646
2070,95,223,14.033425
2080,654,114,-1.000000
2080,25,759,46.867457
2080,281,250,37.511819
2080,228,142,41.170974
2080,754,104,-1.000000
2080,692,758,69.549202
2080,558,89,-1.000000
2080,604,432,-1.000000
2080,32,30,2.419632
2080,95,223,14.018533
2090,654,114,-1.000000
2090,25,759,46.802639
2090,281,250,37.511649
2090,228,142,41.170628
2090,754,104,-1.000000
2090,692,758,69.537169
2090,558,89,-1.000000
2090,604,432,-1.000000
2090,32,30,2.419615
2090,95,223,14.003742
2100,654,114,-1.000000
2100,25,759,46.736576
2100,281,250,37.511511
2100,228,142,41.170268
2100,754,104,-1.000000
2100,692,758,69.525288
2100,558,89,-1.000000
2100,604,432,-1.000000
2100,32,30,2.419613
2100,95,223,13.988996
2110,654,114,-1.000000
2110,25,759,46.669292
2110,281,250,37.511338
2110,228,142,41.169914
2110,754,104,-1.000000
2110,692,758,69.513650
2110,558,89,-1.000000
2110,604,432,-1.000000
2110,32,30,2.419610
2110,95,223,13.974397
2120,654,114,-1.000000
2120,25,759,46.600815
2120,281,250,37.511203
2120,228,142,41.169535
2120,754,104,-1.000000
2120,692,758,69.502189
2120,558,89,-1.000000
2120,604,432,-1.000000
2120,32,30,2.419618
2120,95,223,13.959849
2130,654,114,-1.000000
2130,25,759,46.531182
2130,281,250,37.511068
2130,228,142,41.169180
2130,754,104,-1.000000
2130,692,758,69.491031
2130,558,89,-1.000000
2130,604,432,-1.000000
2130,32,30,2.419619
2130,95,223,13.945426
2140,654,114,-1.000000
2140,25,759,46.460420
2140,281,250,37.510896
2140,228,142,41.168825
2140,754,104,-1.000000
2140,692,758,69.480011
2140,558,89,-1.000000
2140,604,432,-1.000000
2140,32,30,2.419571
2140,95,223,13.931093
2150,654,114,-1.000000
2150,25,759,46.388534
2150,281,250,37.510766
2150,228,142,41.168474
2150,754,104,-1.000000
2150,692,758,69.469318
2150,558,89,-1.000000
2150,604,432,-1.000000
2150,32,30,2.419584
2150,95,223,13.916907
2160,654,114,-1.000000
2160,25,759,46.315581
2160,281,250,37.510630
2160,228,142,41.168082
2160,754,104,-1.000000
2160,692,758,69.458768
2160,558,89,-1.000000
2160,604,432,-1.000000
2160,32,30,2.419569
2160,95,223,13.902870
2170,654,114,-1.000000
2170,25,759,46.241594
2170,281,250,37.510504
2170,228,142,41.167741
2170,754,104,-1.000000
2170,692,758,69.448466
2170,558,89,-1.000000
2170,604,432,-1.000000
2170,32,30,2.419584
2170,95,223,13.888903
2180,654,114,-1.000000
2180,25,759,46.166518
2180,281,250,37.510393
2180,228,142,41.167421
2180,754,104,-1.000000
2180,692,758,69.438506
2180,558,89,-1.000000
2180,604,432,-1.000000
2180,32,30,2.419571
2180,95,223,13.875139
2190,654,114,-1.000000
2190,25,759,46.090480
2190,281,250,37.510266
2190,228,142,41.167030
2190,754,104,-1.000000
2190,692,758,69.428769
2190,558,89,-1.000000
2190,604,432,-1.000000
2190,32,30,2.419587
2190,95,223,13.861506
2200,654,114,-1.000000
2200,25,759,46.013443
2200,281,250,37.510138
2200,228,142,41.166689
2200,754,104,-1.000000
2200,692,758,69.419327
2200,558,89,-1.000000
2200,604,432,-1.000000
2200,32,30,2.419549
2200,95,223,13.848020
2210,654,114,-1.000000
2210,25,759,45.935510
2210,281,250,37.510038
2210,228,142,41.166353
2210,754,104,-1.000000
2210,692,758,69.410081
2210,558,89,-1.000000
2210,604,432,-1.000000
2210,32,30,2.419542
2210,95,223,13.834750
2220,654,114,-1.000000
2220,25,759,45.856641
2220,281,250,37.509936
2220,228,142,41.165978
2220,754,104,-1.000000
2220,692,758,69.401181
2220,558,89,-1.000000
2220,604,432,-1.000000
2220,32,30,2.419563
2220,95,223,13.821623
2230,654,114,-1.000000
2230,25,759,45.776822
2230,281,250,37.509831
2230,228,142,41.165629
2230,754,104,-1.000000
2230,692,758,69.392565
2230,558,89,-1.000000
2230,604,432,-1.000000
2230,32,30,2.419583
2230,95,223,13.808721
2240,654,114,-1.000000
2240,25,759,-1.000000
2240,281,250,37.509735
2240,228,142,41.165285
2240,754,104,-1.000000
2240,692,758,69.384237
2240,558,89,-1.000000
2240,604,432,-1.000000
2240,32,30,2.419553
2240,95,223,13.795957
2250,654,114,-1.000000
2250,25,759,-1.000000
2250,281,250,37.509640
2250,228,142,41.164958
2250,754,104,-1.000000
2250,692,758,69.376236
2250,558,89,-1.000000
2250,604,432,-1.000000
2250,32,30,2.419553
2250,95,223,13.783413
2260,654,114,-1.000000
2260,25,759,-1.000000
2260,281,250,37.509537
2260,228,142,41.164610
2260,754,104,-1.000000
2260,692,758,69.368503
2260,558,89,-1.000000
2260,604,432,-1.000000
2260,32,30,2.419555
2260,95,223,13.771083
2270,654,114,-1.000000
2270,25,759,-1.000000
2270,281,250,37.509442
2270,228,142,41.164249
2270,754,104,-1.000000
2270,692,758,69.361105
2270,558,89,-1.000000
2270,604,432,-1.000000
2270,32,30,2.419542
2270,95,223,13.759002
2280,654,114,-1.000000
2280,25,759,-1.000000
2280,281,250,37.509369
2280,228,142,41.163944
2280,754,104,-1.000000
2280,692,758,69.354030
2280,558,89,-1.000000
2280,604,432,-1.000000
2280,32,30,2.419575
2280,95,223,-1.000000
2290,654,114,-1.000000
2290,25,759,-1.000000
2290,281,250,37.509302
2290,228,142,41.163575
2290,754,104,-1.000000
2290,692,758,69.347305
2290,558,89,-1.000000
2290,604,432,-1.000000
2290,32,30,2.419555
2290,95,223,-1.000000
2300,654,114,-1.000000
2300,25,759,45.196354
2300,281,250,37.509199
2300,228,142,41.163268
2300,754,104,-1.000000
2300,692,758,69.340891
2300,558,89,-1.000000
2300,604,432,-1.000000
2300,32,30,2.419552
2300,95,223,-1.000000
2310,654,114,-1.000000
2310,25,759,45.110675
2310,281,250,37.509138
2310,228,142,41.162911
2310,754,104,-1.000000
2310,692,758,69.334786
2310,558,89,-1.000000
2310,604,432,-1.000000
2310,32,30,2.419577
2310,95,223,13.712856
2320,654,114,-1.000000
2320,25,759,45.024392
2320,281,250,37.509091
2320,228,142,41.162573
2320,754,104,-1.000000
2320,692,758,69.329101
2320,558,89,-1.000000
2320,604,432,-1.000000
2320,32,30,2.419575
2320,95,223,13.701961
2330,654,114,-1.000000
2330,25,759,44.937589
2330,281,250,37.509028
2330,228,142,41.162246
2330,754,104,-1.000000
2330,692,758,69.323684
2330,558,89,-1.000000
2330,604,432,-1.000000
2330,32,30,2.419553
2330,95,223,-1.000000
2340,654,114,-1.000000
2340,25,759,44.850257
2340,281,250,37.508986
2340,228,142,41.161904
2340,754,104,-1.000000
2340,692,758,69.318634
2340,558,89,-1.000000
2340,604,432,-1.000000
2340,32,30,2.419554
